# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
70165C62	WCMV	70165C4A	DEFEND	CONCAT-PIECE	a	EMIT			70165C5D 70165C5F 70165C61	[@ac2, sx16(M16[wp(ac3, 52)])] = [@wp(ac3, 52), varying]	mixed	4	piece 2/2 of DEFEND ('frame', 188)
70165C6B	WCMV	70165C4A	DEFEND	COPY-STR-EXACT	a	EMIT			70165C64 70165C66 70165C68 70165C6A	[@bp(ac3, 0x108), (sx16(M16[wp(ac3, 52)]) + 26)] = [@bp(ac3, 188), (sx16(M16[wp(ac3, 52)]) + 26)]	expr	4	piece 1/2 of DEFEND ('frame', 264); copy-out of DEFEND ('frame', 188) (total MATCH)
70165C71	WCMV	70165C4A	DEFEND	CONCAT-PIECE	a	EMIT			70165C6C 70165C6E 70165C70	[@ac2, 18] = [@0x70165767:0, " strength points!\x0A"]	mixed	4	piece 2/2 of DEFEND ('frame', 264)
70165C7C	WCMV	70165C4A	DEFEND	ASSIGN-STR-VARYING	a	EMIT			70165C73 70165C75 70165C76 70165C78 70165C7A	[@wp(ac3, 172), (sx16(M16[wp(ac3, 52)]) + 44) varying] = [@bp(ac3, 0x108), (sx16(M16[wp(ac3, 52)]) + 44)]	expr	5	copy-out of DEFEND ('frame', 264) (total MATCH)
70165D1F	WCMV	70165D07	DEFEND	COPY-LIT-EXACT	d	EMIT			70165D1A 70165D1C 70165D1E	[@bp(ac3, 104), 4] = [@0x7016574F:0, "The "]	expr	4	piece 1/2 of DEFEND ('frame', 104)
70165D2A	WCMV	70165D07	DEFEND	CONCAT-PIECE+CALLRESULT	d	EMIT			70165D21 70165D23 70165D26 70165D29	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 5)]) * 12) - 0xFFFFD9A)])] = [@bp((sx16(M16[wp(ac3, 5)]) * 12), -0x1FFFFB32), sx16(M16[((sx16(M16[wp(ac3, 5)]) * 12) - 0xFFFFD9A)])]	mixed	6	piece 2/2 of DEFEND ('frame', 104)
70165D33	WCMV	70165D07	DEFEND	COPY-STR-EXACT+CALLRESULT	d	EMIT			70165D2C 70165D2E 70165D30 70165D32	[@bp(ac3, 188), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 12) - 0xFFFFD9A)]) + 4)] = [@bp(ac3, 104), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 12) - 0xFFFFD9A)]) + 4)]	expr	6	piece 1/2 of DEFEND ('frame', 188); copy-out of DEFEND ('frame', 104) (total MATCH)
70165D39	WCMV	70165D07	DEFEND	CONCAT-PIECE	d	EMIT			70165D34 70165D36 70165D38	[@ac2, 25] = [@0x70165741:0, " has done away with you!\x0A"]	mixed	4	piece 2/2 of DEFEND ('frame', 188)
70165D44	WCMV	70165D07	DEFEND	ASSIGN-STR-VARYING+CALLRESULT	d	EMIT			70165D3B 70165D3D 70165D3E 70165D40 70165D42	[@wp(ac3, 132), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 12) - 0xFFFFD9A)]) + 29) varying] = [@bp(ac3, 188), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 12) - 0xFFFFD9A)]) + 29)]	expr	6	copy-out of DEFEND ('frame', 188) (total MATCH)
70165DCC	WCMV	70165DCC	DEFEND	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	mixed	6	piece 1/1 of DEFEND ('frame', 38)
70165DF2	WCMV	70165DD7	DEFEND	COPY-LIT-EXACT	a	EMIT			70165DEF 70165DF1	[@bp(ac3, 188), 24] = [@0x701657D5:0, "\x0BYou have encountered a "]	expr	4	piece 1/2 of DEFEND ('frame', 188)
70165DFD	WCMV	70165DD7	DEFEND	CONCAT-PIECE+CALLRESULT	a	EMIT			70165DF4 70165DF6 70165DF9 70165DFC	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 44)]) * 16) - 0xFFFF6CE)])] = [@bp((sx16(M16[wp(ac3, 44)]) * 16), -0x1FFFED9A), sx16(M16[((sx16(M16[wp(ac3, 44)]) * 16) - 0xFFFF6CE)])]	mixed	6	piece 2/2 of DEFEND ('frame', 188)
70165E06	WCMV	70165DD7	DEFEND	COPY-STR-EXACT+CALLRESULT	a	EMIT			70165DFF 70165E01 70165E03 70165E05	[@bp(ac3, 0x1A8), (sx16(M16[((sx16(M16[wp(ac3, 44)]) * 16) - 0xFFFF6CE)]) + 24)] = [@bp(ac3, 188), (sx16(M16[((sx16(M16[wp(ac3, 44)]) * 16) - 0xFFFF6CE)]) + 24)]	expr	6	piece 1/2 of DEFEND ('frame', 424); copy-out of DEFEND ('frame', 188) (total MATCH)
70165E0D	WCMV	70165DD7	DEFEND	CONCAT-PIECE	a	EMIT			70165E08 70165E0A 70165E0C	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of DEFEND ('frame', 424)
70165E18	WCMV	70165DD7	DEFEND	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			70165E0F 70165E11 70165E12 70165E14 70165E16	[@wp(ac3, 254), (sx16(M16[((sx16(M16[wp(ac3, 44)]) * 16) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 18)]) + 24) varying] = [@bp(ac3, 0x1A8), (sx16(M16[((sx16(M16[wp(ac3, 44)]) * 16) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 18)]) + 24)]	expr	6	copy-out of DEFEND ('frame', 424) (total MATCH)
70165ED7	WCMV	70165EC6	DEFEND	COPY-LIT-EXACT	d	EMIT			70165ED4 70165ED6	[@bp(ac3, 188), 26] = [@0x70165771:0, ".\x0A\x0BYou have been hit with "]	expr	4	piece 1/2 of DEFEND ('frame', 188)
70165EDE	WCMV	70165EC6	DEFEND	CONCAT-PIECE	d	EMIT			70165ED9 70165EDB 70165EDD	[@ac2, sx16(M16[wp(ac3, 52)])] = [@wp(ac3, 52), varying]	mixed	4	piece 2/2 of DEFEND ('frame', 188)
70165EE7	WCMV	70165EC6	DEFEND	COPY-STR-EXACT	d	EMIT			70165EE0 70165EE2 70165EE4 70165EE6	[@bp(ac3, 0x108), (sx16(M16[wp(ac3, 52)]) + 26)] = [@bp(ac3, 188), (sx16(M16[wp(ac3, 52)]) + 26)]	expr	4	piece 1/2 of DEFEND ('frame', 264); copy-out of DEFEND ('frame', 188) (total MATCH)
70165EED	WCMV	70165EC6	DEFEND	CONCAT-PIECE	d	EMIT			70165EE8 70165EEA 70165EEC	[@ac2, 18] = [@0x70165767:0, " strength points!\x0A"]	mixed	4	piece 2/2 of DEFEND ('frame', 264)
70165EF8	WCMV	70165EC6	DEFEND	ASSIGN-STR-VARYING	a	EMIT			70165EEF 70165EF1 70165EF2 70165EF4 70165EF6	[@wp(ac3, 172), (sx16(M16[wp(ac3, 52)]) + 44) varying] = [@bp(ac3, 0x108), (sx16(M16[wp(ac3, 52)]) + 44)]	expr	5	copy-out of DEFEND ('frame', 264) (total MATCH)
70165F46	WCMV	70165F2D	DEFEND	COPY-LIT-EXACT	d	EMIT			70165F3F 70165F41 70165F43 70165F45	[@bp(ac3, 104), 4] = [@0x7016574F:0, "The "]	expr	4	piece 1/2 of DEFEND ('frame', 104)
70165F51	WCMV	70165F2D	DEFEND	CONCAT-PIECE+CALLRESULT	d	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of DEFEND ('frame', 104)
70165F5A	WCMV	70165F2D	DEFEND	COPY-STR-EXACT+CALLRESULT	d	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of DEFEND ('frame', 188); copy-out of DEFEND ('frame', 104) (total MATCH)
70165F60	WCMV	70165F2D	DEFEND	CONCAT-PIECE	d	EMIT			70165F5B 70165F5D 70165F5F	[@ac2, 25] = [@0x70165741:0, " has done away with you!\x0A"]	mixed	4	piece 2/2 of DEFEND ('frame', 188)
70165F6B	WCMV	70165F2D	DEFEND	ASSIGN-STR-VARYING+CALLRESULT	d	EMIT			70165F67 70165F69	[@bp(ac3, 0x10A), ac0] = [@bp(ac3, 188), ac1]	mixed	6	copy-out of DEFEND ('frame', 188) (total MATCH)
701664E3	WCMV	701664D4	DISPLAY_MAGIC	COPY-LIT-EXACT	c	EMIT			701664DC 701664DE 701664E0 701664E2	[@bp(ac3, 156), 14] = [@0x701663D7:0, "Effective for "]	expr	4	piece 1/2 of DISPLAY_MAGIC ('frame', 156)
701664EA	WCMV	701664D4	DISPLAY_MAGIC	CONCAT-PIECE	c	EMIT			701664E5 701664E7 701664E9	[@ac2, sx16(M16[wp(ac3, 28)])] = [@wp(ac3, 28), varying]	mixed	4	piece 2/2 of DISPLAY_MAGIC ('frame', 156)
701664F6	WCMV	701664F6	DISPLAY_MAGIC	ASSIGN-STR-MIN	c	EMIT				[@ac2, ac0] = [@ac3, 40]	mixed	5	copy-out of DISPLAY_MAGIC ('frame', 156) (total MATCH)
701664FD	WCMV	701664FD	DISPLAY_MAGIC	CONCAT-PIECE	c	EMIT				[@ac2, ac0] = [@0x701663CF:0, ac1]	mixed	6	piece 1/1 of DISPLAY_MAGIC ('frame', 14)
70166523	WCMV	70166514	DISPLAY_MAGIC	COPY-LIT-EXACT	c	EMIT			7016651C 7016651E 70166520 70166522	[@bp(ac3, 56), 17] = [@0x701663C5:0, "Regenerating for "]	expr	4	piece 1/2 of DISPLAY_MAGIC ('frame', 56)
7016652A	WCMV	70166514	DISPLAY_MAGIC	CONCAT-PIECE	c	EMIT			70166525 70166527 70166529	[@ac2, sx16(M16[wp(ac3, 78)])] = [@wp(ac3, 78), varying]	mixed	4	piece 2/2 of DISPLAY_MAGIC ('frame', 56)
70166536	WCMV	70166536	DISPLAY_MAGIC	ASSIGN-STR-MIN	c	EMIT				[@ac2, ac0] = [@ac3, 40]	mixed	5	copy-out of DISPLAY_MAGIC ('frame', 56) (total MATCH)
7016653D	WCMV	7016653D	DISPLAY_MAGIC	CONCAT-PIECE	c	EMIT				[@ac2, ac0] = [@0x701663CF:0, ac1]	mixed	6	piece 1/1 of DISPLAY_MAGIC ('frame', 14)
70166703	WCMV	701666F8	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT			701666FC 701666FD 70166700	[@0x70000A78:0, (sx16(M16[0x70000A4E]) + 2)] = [@0x70000A4E:0, (sx16(M16[0x70000A4E]) + 2)]	expr	4	piece 1/1 of DISPLAY_CAVE ('static', 1879050872, 0)
70166735	WCMV	70166723	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT			7016672E 70166731 70166734	[@bp(ac3, 16), 0] = [@0x70000A4F:0, 0]	expr	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
7016673B	WCMV	70166723	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166736 70166738 7016673A	[@ac2, 3] = [@0x70166627:0, "\x10\x0A\x03"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
70166744	WCMV	70166723	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT			7016673D 7016673F 70166741 70166743	[@bp(ac3, 104), 3] = [@bp(ac3, 16), 3]	expr	4	piece 1/2 of DISPLAY_CAVE ('frame', 104); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
7016674A	WCMV	70166723	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166745 70166747 70166749	[@ac2, 4] = [@0x7016661B:0, "...."]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
7016676F	WCMV	7016675D	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT			70166768 7016676B 7016676E	[@bp(ac3, 16), 0] = [@0x70000A4F:0, 0]	expr	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
70166775	WCMV	7016675D	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166770 70166772 70166774	[@ac2, 3] = [@0x70166627:0, "\x10\x0A\x03"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
7016677E	WCMV	7016675D	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT			70166777 70166779 7016677B 7016677D	[@bp(ac3, 104), 3] = [@bp(ac3, 16), 3]	expr	4	piece 1/2 of DISPLAY_CAVE ('frame', 104); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
70166784	WCMV	7016675D	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			7016677F 70166781 70166783	[@ac2, 4] = [@0x70166619:0, "----"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
701667B8	WCMV	7016679D	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 104)
701667BE	WCMV	7016679D	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701667B9 701667BB 701667BD	[@ac2, 3] = [@0x70166621:0, "\x10\x09\x04"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
701667C7	WCMV	7016679D	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 196); copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
701667D3	WCMV	7016679D	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of DISPLAY_CAVE ('frame', 104)
701667D9	WCMV	7016679D	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701667D4 701667D6 701667D8	[@ac2, 2] = [@0x7016661D:0, "\x1A\x19"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
701667E2	WCMV	7016679D	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 280); copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
701667F5	WCMV	701667ED	DISPLAY_CAVE	ASSIGN-STR-VARYING-PAD	b	EMIT			701667F0 701667F3	[@0x70000A4F:0, ac0] = [@bp(ac3, 0x118), ac1]	mixed	5	copy-out of DISPLAY_CAVE ('frame', 280) (total MATCH)
70166813	WCMV	701667F8	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
70166819	WCMV	701667F8	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166814 70166816 70166818	[@ac2, 3] = [@0x70166621:0, "\x10\x09\x04"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
70166822	WCMV	701667F8	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 104); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
7016682E	WCMV	701667F8	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of DISPLAY_CAVE ('frame', 280); copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
70166834	WCMV	701667F8	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			7016682F 70166831 70166833	[@ac2, 2] = [@0x7016661D:0, "\x1A\x19"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 280)
7016683D	WCMV	701667F8	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 104)
70166850	WCMV	70166848	DISPLAY_CAVE	ASSIGN-STR-VARYING-PAD	b	EMIT			7016684B 7016684E	[@0x70000A4F:0, ac0] = [@bp(ac3, 104), ac1]	mixed	5	copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
70166874	WCMV	70166859	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
7016687A	WCMV	70166859	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166875 70166877 70166879	[@ac2, 3] = [@0x70166623:0, "\x10\x0E\x04"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
70166883	WCMV	70166859	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 196); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
7016688F	WCMV	70166859	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of DISPLAY_CAVE ('frame', 104)
70166895	WCMV	70166859	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166890 70166892 70166894	[@ac2, 2] = [@0x7016661D:0, "\x1A\x19"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
7016689E	WCMV	70166859	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 280); copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
701668B1	WCMV	701668A9	DISPLAY_CAVE	ASSIGN-STR-VARYING-PAD	b	EMIT			701668AC 701668AF	[@0x70000A4F:0, ac0] = [@bp(ac3, 0x118), ac1]	mixed	5	copy-out of DISPLAY_CAVE ('frame', 280) (total MATCH)
701668CF	WCMV	701668B4	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
701668D5	WCMV	701668B4	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701668D0 701668D2 701668D4	[@ac2, 3] = [@0x70166623:0, "\x10\x0E\x04"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
701668DE	WCMV	701668B4	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 196); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
701668EA	WCMV	701668B4	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of DISPLAY_CAVE ('frame', 104)
701668F0	WCMV	701668B4	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701668EB 701668ED 701668EF	[@ac2, 2] = [@0x7016661D:0, "\x1A\x19"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
701668F9	WCMV	701668B4	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of DISPLAY_CAVE ('frame', 280); copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
7016690C	WCMV	70166904	DISPLAY_CAVE	ASSIGN-STR-VARYING-PAD	b	EMIT			70166907 7016690A	[@0x70000A4F:0, ac0] = [@bp(ac3, 0x118), ac1]	mixed	5	copy-out of DISPLAY_CAVE ('frame', 280) (total MATCH)
7016694D	WCMV	7016693C	DISPLAY_CAVE	COPY-STR-EXACT	c	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
70166953	WCMV	7016693C	DISPLAY_CAVE	CONCAT-PIECE	c	EMIT			7016694E 70166950 70166952	[@ac2, 3] = [@0x7016661F:0, "\x10\x0B\x05"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
701669BC	WCMV	701669AA	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
701669C2	WCMV	701669AA	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701669BD 701669BF 701669C1	[@ac2, 3] = [@0x70166625:0, "\x10\x0A\x06"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
701669CB	WCMV	701669AA	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of DISPLAY_CAVE ('frame', 104); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
701669D1	WCMV	701669AA	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701669CC 701669CE 701669D0	[@ac2, 4] = [@0x7016661B:0, "...."]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
701669E1	WCMV	701669D9	DISPLAY_CAVE	ASSIGN-STR-VARYING-PAD	b	EMIT			701669DC 701669DF	[@0x70000A4F:0, ac0] = [@bp(ac3, 104), ac1]	mixed	5	copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
701669F6	WCMV	701669E4	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@0x70000A4F:0, ac1]	mixed	4	piece 1/2 of DISPLAY_CAVE ('frame', 16)
701669FC	WCMV	701669E4	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			701669F7 701669F9 701669FB	[@ac2, 3] = [@0x70166625:0, "\x10\x0A\x06"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 16)
70166A05	WCMV	701669E4	DISPLAY_CAVE	COPY-STR-EXACT	b	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of DISPLAY_CAVE ('frame', 104); copy-out of DISPLAY_CAVE ('frame', 16) (total MATCH)
70166A0B	WCMV	701669E4	DISPLAY_CAVE	CONCAT-PIECE	b	EMIT			70166A06 70166A08 70166A0A	[@ac2, 4] = [@0x70166619:0, "----"]	mixed	4	piece 2/2 of DISPLAY_CAVE ('frame', 104)
70166A1B	WCMV	70166A13	DISPLAY_CAVE	ASSIGN-STR-VARYING-PAD	b	EMIT			70166A16 70166A19	[@0x70000A4F:0, ac0] = [@bp(ac3, 104), ac1]	mixed	5	copy-out of DISPLAY_CAVE ('frame', 104) (total MATCH)
70166A4A	WCMP	70166A3E	DISPLAY_CAVE	-	-	EMIT			70166A44 70166A47	ac1 = cmp([@0x70000A4F:0, ac1], [@0x70000A78, varying])	mixed	6	
70166DB8	WCMV	70166DB2	DISPLAY_SCREEN	ASSIGN-STR-VARYING-PAD+SUBSTR	?	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	5	
70166EF1	WCMV	70166EF1	DISPLAY_SCREEN	CONCAT-PIECE	?	EMIT				[@ac2, ac0] = [@ac3, ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('frame', 478)
70166FC4	WCMV	70166FC4	DISPLAY_SCREEN	CONCAT-PIECE	?	EMIT				[@ac2, ac0] = [@ac3, ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('frame', 478)
70166FE5	WCMV	70166FD9	DISPLAY_SCREEN	COPY-STR-EXACT+SUBSTR	c	EMIT			70166FE3	[@ac2, ac0] = [@bp(ac3, 22), ac1]	mixed	5	piece 1/1 of DISPLAY_SCREEN None
70167081	WCMP	7016707B	DISPLAY_SCREEN	-	-	EMIT			7016707C 7016707F	ac1 = cmp([@bp(ac3, 0x4D6), ac1], [@0x70000AA2, varying])	mixed	6	
7016708E	WCMV	70167085	DISPLAY_SCREEN	COPY-STR-EXACT	b	EMIT			70167089 7016708C	[@0x70000AA2:0, ac0] = [@bp(ac3, 0x4D4), ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('static', 1879050914, 0)
7016710B	WCMV	701670FF	DISPLAY_SCREEN	COPY-LIT-EXACT	a	EMIT			70167108 7016710A	[@bp(ac3, 0x840), 4] = [@0x70166A79:0, "    "]	expr	4	piece 1/2 of DISPLAY_SCREEN ('frame', 2112)
70167112	WCMV	701670FF	DISPLAY_SCREEN	CONCAT-PIECE	a	EMIT			7016710D 7016710F 70167111	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of DISPLAY_SCREEN ('frame', 2112)
7016711E	WCMV	7016711E	DISPLAY_SCREEN	ASSIGN-STR-MIN	a	EMIT				[@ac2, ac0] = [@ac3, 39]	mixed	5	copy-out of DISPLAY_SCREEN ('frame', 2112) (total MATCH)
70167127	WCMV	70167127	DISPLAY_SCREEN	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@0x7015155A:0, ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('frame', 38)
7016713B	WCMP	70167135	DISPLAY_SCREEN	-	-	EMIT			70167136 70167139	ac1 = cmp([@bp(ac3, 38), ac1], [@0x70000C1E, varying])	mixed	6	copy-out of DISPLAY_SCREEN ('frame', 38) (MISMATCH)
7016715F	WCMV	70167156	DISPLAY_SCREEN	COPY-STR-EXACT	b	EMIT			7016715A 7016715D	[@0x70000C1E:0, ac0] = [@bp(ac3, 36), ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('static', 1879051294, 0)
701671D9	WCMV	701671C5	DISPLAY_SCREEN	COPY-LIT-EXACT	a	EMIT			701671D2 701671D4 701671D6 701671D8	[@bp(ac3, 0x840), 12] = [@0x70166A73:0, "    City of "]	expr	4	piece 1/2 of DISPLAY_SCREEN ('frame', 2112)
701671E5	WCMV	701671C5	DISPLAY_SCREEN	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of DISPLAY_SCREEN ('frame', 2112)
701671F1	WCMV	701671F1	DISPLAY_SCREEN	ASSIGN-STR-MIN+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, 39]	mixed	6	copy-out of DISPLAY_SCREEN ('frame', 2112) (total MATCH)
701671FA	WCMV	701671FA	DISPLAY_SCREEN	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@0x7015155A:0, ac1]	mixed	6	piece 1/1 of DISPLAY_SCREEN ('frame', 38)
70167278	WCMV	7016726D	DISPLAY_SCREEN	COPY-STR-EXACT	b	EMIT			70167271 70167272 70167275	[@0x70000C44:0, (sx16(M16[0x70000C34]) + 2)] = [@0x70000C34:0, (sx16(M16[0x70000C34]) + 2)]	expr	4	piece 1/1 of DISPLAY_SCREEN ('static', 1879051332, 0)
701672CB	WCMV	701672BF	DISPLAY_SCREEN	COPY-LIT-EXACT	a	EMIT			701672C4 701672C6 701672C8 701672CA	[@bp(ac3, 0x840), 5] = [@0x70166A6F:0, "    ["]	expr	4	piece 1/2 of DISPLAY_SCREEN ('frame', 2112)
701672D3	WCMV	701672BF	DISPLAY_SCREEN	CONCAT-PIECE	a	EMIT			701672CC 701672CF 701672D2	[@ac2, sx16(M16[0x70000C34])] = [@0x70000C34, varying]	mixed	4	piece 2/2 of DISPLAY_SCREEN ('frame', 2112)
701672DC	WCMV	701672BF	DISPLAY_SCREEN	COPY-STR-EXACT	a	EMIT			701672D5 701672D7 701672D9 701672DB	[@bp(ac3, 0x86C), (sx16(M16[0x70000C34]) + 5)] = [@bp(ac3, 0x840), (sx16(M16[0x70000C34]) + 5)]	expr	4	piece 1/1 of DISPLAY_SCREEN ('frame', 2156)
